row_i,question_text,answer_yes_no,gpt_yes_no,manual_yes_no
135041,"BUT WHAT YOU'RE DOING HERE, YOU WANT TO LET THE JURY KNOW THAT THERE IS ANOTHER SIDE?",yes,no,yes
132546,"DID YOU ATTEMPT TO VISIT HIM DURING THE COURSE OF THE ACTUAL TRIAL, THE GUILT PHASE OF THIS CASE?",yes,yes,yes
60483,"NOW, WHEN YOU COMPLETE A DRAWING, IS THE INFORMATION CONTAINED WITHIN YOUR DRAWING PROVIDED BY THE WITNESS OR DO YOU INSERT SOME OF YOUR OWN ARTISTIC IMPRESSIONS OF WHAT THE SUSPECT LOOKED LIKE?",no,yes,no
87117,WOULD YOU HAPPEN TO KNOW WHERE YOU WERE ON MONDAY NIGHT?,no,no,no
93663,ARE YOU LOOKING AT SOMEONE IN THE AUDIENCE RIGHT NOW?,no,yes,yes
57287,AND WOULD THIS BE THE DRIVER'S SIDE OR THE PASSENGER SIDE?,no,no,no
132859,AND DO YOU KNOW WHAT THE DOCTOR TREATS YOU FOR?,no,no,yes
36240,WHAT IS YOUR UNDERSTANDING OF SOMEWHERE 1286 ELSE?,no,no,no
80272,WAS MR. COOKSEY EVER ASKED TO TESTIFY IN COURT BASED UPON ANY OF THE INFORMATION THAT HE EVER GAVE YOU?,yes,yes,yes
76050,HE SAID HE WAS GOING TO GET IT THE NEXT DAY?,yes,no,yes
34724,"AS YOU LOOK AT HIM, WOULD YOU DESCRIBE HIS SKIN COLORING AS DARK, MEDIUM OR LIGHT SKINNED COLORED?",no,no,no
55731,"PURSUANT TO YOUR INVESTIGATIVE DUTIES, HAVE YOU BECOME FAMILIAR WITH A YOUNG LADY NAMED ALISHA JORDAN?",yes,no,yes
66476,I WOULD LIKE TO TALK JUST BRIEFLY ABOUT THE 10 THERE ARE DIFFERENT TYPES OF RED TRUCKS; .25 28 RIGHT?,yes,no,yes
130829,"MS. GRAHAM, YOU MENTIONED, ARE THERE OTHER CHILDREN THAT LIVE IN YOUR APARTMENT COMPLEX IN SAN PEDRO?",yes,no,yes
62304,SHE WAS LAYING DOWN?,yes,no,yes
127786,HOW DID HE REACT?,no,no,no
50858,"AND INITIALLY WHEN YOU HEARD THE SHOTS BEING FIRED, WHAT DID YOU THINK WAS GOING ON?",no,no,no
87367,DID YOU HAVE A CONVERSATION WITH DEPUTIES BRANDENBURG AND COSTLEIGH?,yes,yes,yes
99938,DOES THE AUTOPSY REPORT INCLUDE DESCRIPTIONS OF WOUNDS?,yes,yes,yes
74080,THERE ARE SIX PUMPS?,yes,no,yes
46596,"WHAT IS YOUR OCCUPATION, SIR?",no,no,no
38709,WAS ANYBODY SMOKING ANYTHING OR SNORTING ANYTHING OR ANYTHING LIKE THAT?,yes,yes,yes
76628,"NOW, YOU SEE THE GENTLEMAN ON THE LEFT IN THE VIDEO TAPE?",yes,no,yes
42959,"DIRECTING YOUR ATTENTION TO THE FOLLOWING PAGE, THERE IS AN ENTRY ON 2-4-91. THAT WOULD BE OF FOUR DAYS AFTER, FOUR OR FIVE DAYS AFTER THE KILLING OF CARLOS ADKINS?",yes,no,yes
39832,THAT WAS FEBRUARY 1ST?,no,no,yes
87187,BY MR. ARNOLD: DID YOU PLEAD GUILTY TO RECEIVING STOLEN PROPERTY IN 1984?,no,yes,yes
72995,AND DO YOU KNOW WHAT THAT RED ARROW IS POINTING TO WITHIN THE AREA OF BLOOD ON THE SOCK?,no,no,yes
81967,AND IS THAT WHY YOU SAID THAT MR. THOMAS DID NOT HAVE A GUN THAT NIGHT? 1,yes,no,yes
90584,IS HE RELATED TO REGIS THOMAS?,no,yes,yes
128406,DO YOU CALL HIM REGGIE?,yes,no,yes
37560,THAT IT WAS REGGIE?,yes,no,yes
49090,"WHAT IS YOUR EXPERTISE THAT QUALIFIES YOU TO WORK IN THAT CAPACITY, BRIEFLY?",no,no,no
58476,SEE THE TIRES ON THIS TRUCK?,yes,no,yes
130208,SO HE WAS TAKING CARE OF THE KIDS THAT WERE AROUND SEVEN YEARS OLD; IS THAT RIGHT?,yes,no,yes
72524,WHICH ONE DID YOU GO UP TO FIRST?,no,no,no
101279,PHOTOGRAPH F IS A CLOSEUP OF THE EXIT WOUND?,yes,yes,yes
86824,"AFTER YOU RECEIVED THE GUN, DID YOU REMAIN FOR ANY LENGTH OF TIME OR DID YOU LEAVE?",no,yes,no
89967,THOMAS' RED TRUCK; RIGHT?,no,no,yes
58398,DID YOU SEE THAT?,yes,yes,yes
127517,DID KEVIN HAVE ANY CHILDREN?,no,yes,yes
37111,OR SOMETHING LIKE THAT HOW DO YOU KNOW THAT SHE WAS ON THE STEPS?,no,no,no
79904,AND DETECTIVE MACARTHUR?,yes,no,yes
124357,WHAT WAS YOUR OCCUPATION BEFORE THAT?,no,no,no
35691,"WHEN YOU WERE AWAKENED BY THE ARGUING, DID YOU THINK TO YOURSELF, I THINK I'LL GET UP AND GO DOWNSTAIRS AND SEE IF THE CHESSBOARD IS THERE?",yes,no,yes
33352,WHAT WAS IT THAT CAUSED YOU TO AWAKEN?,no,no,no
133029,DID YOU EVER LIVE WITH REGIS ON 96TH AND NORMANDY?,yes,yes,yes
49405,"IS THAT READY TO BE FIRED, OR HAS THAT ALREADY BEEN FIRED?",no,no,yes
57356,"BY MR. ARNOLD: ALL RIGHT. WHEN THE TRUCK PASSED YOU, YOU SAID IT WENT BY ON YOUR SIDE?",yes,no,yes
128616,. WHERE WAS THAT PHOTOGRAPH TAKEN?,no,no,no
130941,. AND FOR HOW LONG DID YOU SPEAK WITH HIM?,no,no,no
66395,YOU WERE SEATED BEHIND MRS. GULLY IN THE LEFT REAR PASSENGER SEAT; RIGHT?,no,no,yes
37997,"ONCE THEY -- YEAH, BEFORE THEY GOT IN POSITION AND EVERYTHING, WHEN THEY WAS WALKING UP, I KNEW WHO I -- WHO IT WAS AND WHICH -- WHICH PERSON DID YOU SELECT?",no,no,no
67282,"BEFORE YOU TESTIFIED AT THE PRELIMINARY HEARING, YOU MET THE LADY THAT HAS BEEN IDENTIFIED, DIANE, WHO IS HERE IN THE SECOND ROW AND SHE IS WEARING A LIGHT BROWN OUTFIT?",yes,no,yes
57789,. IS THAT IT? THAT'S THE ONLY THING?,no,no,yes
62248,SO SHE WOULD HAVE BEEN NEXT TO YOU?,yes,no,yes
128916,YOU NEVER ASKED HIM WHERE THE MONEY WAS COMING FROM?,yes,no,yes
126366,CAN YOU TELL THE JURY WHEN THAT PHOTOGRAPH WAS TAKEN AND UNDER WHAT CIRCUMSTANCES?,no,no,no
102965,BY MR. ARNOLD: DID YOU EXAMINE IT FOR THE 8 PRESENCE OF GUNSHOT RESIDUE?,yes,yes,yes
46899,HOW WERE YOU ASSIGNED BERTRAND DICKSON AS HIS PAROLE AGENT?,no,no,no
84768,WHAT HAPPENED AFTER THE WINDOW WAS BROKEN?,no,no,no
94298,DID HE MAKE ANY REQUESTS OF YOU FOR THE -- A 25 PORTION OF THE REWARD FUND OR ANY TYPES OF PROTECTION FOR 26 HIM OR HIS FAMILY?,no,yes,yes
43691,"IN RESPECT TO YOUR MEETING WITH BERTRAND DICKSON ON FEBRUARY THE 11TH, DID YOU TAKE ANY NOTES?",no,no,yes
40798,SO THE ADVISE YOU WERE SEEKING WAS TO WHETHER OR NOT TO TELL THE POLICE WHAT YOU KNEW?,no,no,yes
66635,"CORRECT ME IF I AM MISTAKEN, BUT, MISS JORDAN, ISN'T THE ONLY POSITION YOU SAW THE SHOOTER IN, WASN'T THAT ONLY IN A PROFILE POSITION WHERE YOU SAW THE LEFT SIDE OF THE PERSON'S FACE?",no,no,yes
124928,WHAT ARE YOU POINTING AT?,no,no,no
108765,"ON MARCH 6TH, DID YOU GO TO A LOCATION?",no,no,yes
60545,WHERE DID YOU HAVE YOUR MEETING WITH MRS. GULLY?,no,no,no
82131,BY MR. JAFFE: IS IT A PERSONAL MATTER?,yes,yes,yes
96599,AND WHY DID YOU GIVE THOSE TO A FRIEND?,no,no,no
56416,YOU DON'T KNOW?,no,no,yes
88183,ALL RIGHT. SO  NOW THAT WAS IN  THAT WAS IN AZUSA A COURT IN AZUSA; IS THAT CORRECT?,yes,no,yes
60511,"NOW, AT THE COMPLETION OR WHAT YOU BELIEVE IS THE COMPLETION OF THE DRAWING, DO YOU PRESENT IT TO THE WITNESS?",yes,no,yes
79525,"UPON COMPLETION OF YOUR INTERVIEW WITH CALVIN COOKSEY, WHAT, IF ANYTHING, DID YOU DO?",no,no,no
88119,ALL RIGHT. WERE YOU LIVING THERE AT THE TIME?,yes,no,yes
79099,DO YOU KNOW WHOSE PAGER THAT WAS?,yes,yes,yes
37192,. THEN WHAT HAPPENED?,no,no,no
63480,DO YOU RECALL?,no,yes,yes
132689,YOU UNDERSTAND THAT HE WAS FOUND GUILTY OF THREE VERY SERIOUS CHARGES?,yes,yes,yes
47612,"AND I NEGLECTED TO ASK YOU THIS THE DOCUMENT THAT IS ON THE RIGHT OF THE EXHIBIT, THAT BEING 29 FOR IDENTIFICATION, DO YOU SEE THE PORTION OF THE INVOICE THAT IS HIGHLIGHTED?",no,no,yes
33602,ALL RIGHT. AND YOU MENTIONED ALSO THAT BERTRAND WAS IN THE APARTMENT?,yes,no,yes
92928,DO YOU KNOW WHO STAYS AT 11320 SUCCESS?,yes,yes,yes
41319,SO IT IS SMOKED?,no,yes,yes
133209,HE HAD RESPECT FOR ALL PEOPLE?,no,no,yes
92004,"ANSWER: 100, 150, 200. NOW, HOW DO YOU KNOW THAT THE DEFENDANT'S MOTHER, IRIS THOMAS, WAS IN THE COURTROOM?",no,no,no
42790,"WAS THAT THE SAME EXHIBIT, THE SAME PHOTOGRAPHIC DISPLAY THAT YOU SHOWED TO MRS. CHAPPELL?",yes,yes,yes
39257,". NOW, WHERE WERE THE CHAIRS LOCATED?",no,no,no
125852,DID HE HAVE ANY SPECIAL NAMES FOR YOUR CHILDREN?,no,yes,yes
71204,"WHEN YOU FIRST NOTICED LIGHTS WERE ON, 11  COULD YOU TELL WHETHER THEY HAD, IN FACT, STOPPED THE 12 VEHICLE?",no,no,yes
50772,YOU CANNOT SEE THE WHAT?,no,no,no
46774,WHAT DID BERTRAND DICKSON TELL YOU ABOUT THAT?,no,no,no
130055,DID YOU MOVE INTO THE FAMILY HOME?,yes,yes,yes
96857,"NOW, WHAT KIND OF GUN WAS IT THAT CALVIN SOLD YOU?",no,no,no
44551,WHERE DID YOU GO TO MEDICAL SCHOOL?,no,no,no
85529,"WHEN YOU WALKED IN, WAS THE TELEVISION ON?",yes,no,yes
50289,IS THE BLACK OFFICER ON THE SIDE THAT I'M GESTURING NOW?,yes,no,yes
130905,WERE YOU AWARE THAT HE WAS UNEMPLOYED?,no,yes,yes
48621,"NOW, YOU MENTIONED THAT YOU BECAME AWARE OF A SHOOTING THAT OCCURRED ON JANUARY 31ST OF 1992 THAT OCCURRED AT 11235 SOUTH ZAMORA? GET A CLOSER LOOK",yes,no,yes
131858,WHERE?,no,no,no
71675,AND WHAT IS THE ROLE OF THE PASSENGER OFFICER IN A -- THIS ROUTINE TYPE OF TRAFFIC STOP? 4,no,no,no
44600,HOW LONG AFTER THE AUTOPSY OF CARLOS ADKINS DID YOU PREPARE THE REPORT?,no,no,no
41408,ALL RIGHT. WHO DID YOU SEE INSIDE THE APARTMENT AT THAT TIME?,no,no,no
78042,. AND DID YOU PLACE THESE TENTS?,yes,no,yes
88878,DO YOU KNOW WHERE GONZALEZ PARK IS?,yes,yes,yes
81884,AND DO YOU REMEMBER THAT YOU TOLD THE DETECTIVES THAT THE GUN APPEARED TO BE FLAT LIKE THE DETECTIVE'S GUN?,yes,no,yes
93417,DO YOU REMEMBER TALKING ABOUT THAT SUBJECT MATTER?,yes,yes,yes
102889,BASED ON WHAT?,no,no,no
30831,DID INVESTIGATOR KILL TESTIFY?,yes,no,yes
102929,"BY MR. ARNOLD: NOW, WHERE DID YOU GET THE GFL AMMUNITION TO DO THIS?",no,no,no
50853,. WHERE WERE THEY COMING FROM?,no,no,no
99674,MISCELLANEOUS PAPERS AND PHONE BILL?,no,no,no
47813,DID YOU NOTICE ANYTHING UNUSUAL WHEN YOU ARRIVED TO WORK ON FEBRUARY 9TH?,no,yes,yes
77638,"AND AFTER THE ARREST FOR WHATEVER ELSE YOU ARRESTED HIM FOR, YOUR PARTNER LOOKED INTO THE CAR AND SAW THE WEAPON IN THE CAR?",yes,no,yes
127446,"WHAT DO YOU THINK WHEN YOU SEE THAT POLICE OFFICER, YOU SEE THAT POLICE CAR? WHAT GOES THROUGH YOUR MIND?",no,no,no
91940,"AND THAT WAS IT. I EXPECTED PEOPLE TO BAIL ME OUT, BUT I DIDN'T CALL -- BUT NOBODY DID BAIL YOU OUT?",yes,no,yes
78924,DID YOU TAKE ANY MEASUREMENTS AT THE SCENE?,yes,yes,yes
75706,"SO WHEN YOU SAW IT WAS HIM, YOU STEPPED OUT?",yes,no,yes
93329,YOUR RESPONSE WAS YOU JUST DON'T KNOW?,no,no,yes
74951,WHAT NAME DO YOU KNOW THE DEFENDANT BY?,no,no,no
98333,"NOW, DID COOKSEY STATE TO YOU WHAT HE THEN DID WITH THE GUN?",yes,no,yes
75039,"BY MR. ARNOLD: THE FIRST TIME YOU MET HIM, WOULD THAT BE DURING THE DAY OR IN THE EVENING?",no,no,no
56597,THEN YOU TURNED AROUND AND THEN MORE SHOTS ARE BEING FIRED?,yes,no,yes
75253,DO YOU CONSIDER THE DEFENDANT A FRIEND OF YOURS?,yes,yes,yes
95426,"DEPUTY BRANDENBURG, FROM MARCH 25TH UNTIL TODAY'S DATE, HAS CALVIN COOKSEY EVER GIVEN YOU A NAME OF ANOTHER INDIVIDUAL THAT HE TOLD THE SAME INFORMATION TO THAT HE TOLD YOU ON MARCH 25TH?",yes,no,yes
92459,"I BELIEVE ON APRIL THE 2ND, WERE THERE  10  PERIODS OF TIME AT FIRESTONE WHERE YOU WERE NOT IN HIS  11  PRESENCE OR WAS THERE TIMES WHEN YOU WERE NOT IN HIS  12 PRESENCE?",no,no,no
69250,ALL RIGHT. IS THAT THE FIRST TIME YOU SAW 13 THE SUSPECT?,yes,yes,yes
62591,"NOW, AS YOU WERE GETTING CLOSER, DID YOU SEE ANY PEOPLE?",yes,yes,yes
58136,AND IT'S YOUR RECOLLECTION THAT THAT WAS   ALICIA?,yes,no,yes
98532,DID SOMETHING OCCUR THAT LED YOU TO BELIEVE 27 28 THAT THE GUN HAD BEEN -- THAT THE GUN HAD BEEN PURCHASED?,yes,yes,yes
90102,HOW DO YOU KNOW IT'S A GLOCK OTHER THAN THE FACT IT SAID IT ON THE BARREL?,no,no,no
67277,DO YOU REMEMBER THAT?,yes,yes,yes
108886,DID YOU ALSO MAKE SOME FINDING WITH RESPECT -- DID YOU OBSERVE THE WHEEL RIMS OF THE RED CHEVROLET TRUCK?,yes,yes,yes
63422,WHAT'S THAT?,no,no,no
41593,BUT YOU DID NOT CONDUCT THE SEARCH OF THE APARTMENT?,yes,yes,yes
70203,CAN YOU DESCRIBE THE CONDITION OF THE TRUCK?,no,no,no
56609,"NOW, WHO ELSE WAS OUT ON THE STREET OR ON THE SIDEWALK WHEN YOU SAW THE SUSPECT STANDING OVER AND SHOOTING THE WHITE POLICE OFFICER?",no,yes,no
90500,IT PREDATED HIS SURRENDER; RIGHT?,yes,no,yes
82442,AND DO YOU RECALL DETECTIVE BUMCROT WAS REFERRING TO THE NIGHT THE COMPTON OFFICERS WERE KILLED?,yes,no,yes
35425,"AND YOU RECALL WHEN YOU TESTIFIED AT THE PRELIMINARY HEARING, YOU WERE ASKED QUESTIONS AS I'M ASKING YOU TODAY; RIGHT?",yes,no,yes
93656,BY MR. ARNOLD: HOW DO YOU KNOW HER?,no,no,no
54420,"AND YOU WERE ASKED IS THERE ANYTHING DIFFERENT ABOUT MR. THOMAS, OR DOES IT -- OR DOES MR. THOMAS APPEAR SIMILAR TO THE PERSON YOU SAW THAT NIGHT, AND YOU RESPONDED SIMILAR; CORRECT?",no,no,yes
36425,"SO SINCE THIS INCIDENT OCCURRED IN 1992, APPROXIMATELY 30 YEARS YOU HAVE SPENT IN THE NICKERSON GARDENS HOUSING PROJECT?",yes,no,yes
54618,OKAY. AND YOU WOULD AGREE THAT THE SKIN COLORING OF MR. THOMAS IS NOT UNIQUELY DISTINCTIVE; CORRECT?,no,no,yes
131699,"DID HE EVER TELL YOU HE PAID 18,000 FOR IT?",no,yes,yes
34334,WHICH PHOTOGRAPH DID YOU PICK?,no,no,no
90359,THAT'S NOT TRUE?,no,no,yes
86440,"THE CONVERSATION REGARDING THE GUN, DID THIS OCCUR IN THE FIELDS?",yes,yes,yes
128417,HOW LONG AFTER THAT DID YOU BEGIN A  10 RELATIONSHIP?,no,no,no
80072,HOW FAR IS 79TH STREET FROM MANCHESTER?,no,no,no
131936,WAS THERE A PARTICULAR ISSUE THAT CAME UP BETWEEN REGIS AND HIS MOTHER THAT SEEMED TO BE A SOURCE OF ANNOYANCE OR A SOURCE OF AGGRAVATION OR A SOURCE OF CONCERN?,no,no,no
37284,"HE WOULD BE DOWN THERE WHERE THEY WAS. AND REGGIE SAY, FUCK THAT. LET'S TAKE HIM FOR A RIDE. LET'S TAKE HIM FOR A RIDE?",yes,no,yes
62441,AND WHAT IS IT ABOUT THE LIGHTS ON THE POLICE CAR THAT YOU NOTICED?,no,no,no
48074,"OKAY. NOW, YOU SAY THAT OFF THE TOP OF YOUR HEAD THERE ARE 14 OR MORE MANUFACTURERS?",yes,no,yes
100818,"RIBE, CAN YOU TELL US WHETHER DEATH WAS INSTANTANEOUS OR BASED ON THE NATURE OF THE INJURIES, WOULD HE HAVE SURVIVED FOR A NUMBER OF SECONDS OR MINUTES?",no,no,no
84816,"NOW, YOU SAY THAT YOU -- WELL, YOU ANNOUNCED YOUR PRESENCE TO THE INDIVIDUALS UPSTAIRS?",yes,no,yes
35655,"DETECTIVE PETERSON, DID HE COME OVER WITH A PHOTOGRAPHER AND HAVE THE PHOTOGRAPHS TAKEN?",yes,no,yes
37717,"AFTER ADVISING DETECTIVES PETERSON AND TERRELL THAT THE PERSON'S NAME WAS REGGIE, SOMETIME AFTER THAT WERE YOU SHOWN ANOTHER PHOTO DISPLAY?",no,no,yes
44222,"DICKSON TO COME IN AND TELL YOU EVERYTHING HE KNEW ABOUT THE EVENING OF JANUARY 31, 1992; CORRECT?",no,no,yes
63198,WHAT'S THAT?,no,no,no
80316,"IT'S NOT THE INFORMATION WAS FALSE, IT WAS JUST NOT ENOUGH? 3",no,no,yes
134682,WHERE WERE YOU?,no,no,no
127526,WHAT IS THE BABY'S NAME?,no,no,no
43540,"WHEN YOU GOT THERE ROUGHLY 4:00 O'CLOCK A.M., DID YOU FIND ANY BULLET CASINGS INSIDE OF THE RESIDENCE?",yes,yes,yes
57264,WHAT IS THE DIFFERENT SPEED?,no,no,no
89569,DIDN'T YOU PREVIOUSLY INDICATE THAT YOU SOLD THAT GUN WITHIN FIFTEEN MINUTES TO ROBERT RO6AS?,no,no,yes
105410,"PCP, DOES THAT STIMULATE OR DEPRESS THE NERVOUS SYSTEM, OR DO YOU KNOW?",no,no,no
79862,"NOW, WHEN YOU SAY HE WAS REMOVED FROM JAIL BY SOME OTHER DEPUTIES, IS THIS AGAIN PURSUANT TO THE COURT ORDER -- EXCUSE ME TO A REMOVAL ORDER?",no,no,yes
93762,HAVE YOU RECEIVED A SUBPOENA TO TESTIFY IN THIS CASE FROM THE PROSECUTION?,yes,yes,yes
80886,THAT WOULD BE ABOUT A LITTLE OVER TWO WEEKS BEFORE THE SEARCH WARRANT WAS SERVED?,no,no,yes
35399,YOU HAVE HAD AN OPPORTUNITY TO GO HOME AND THINK ABOUT YOUR TESTIMONY?,yes,no,yes
59167,"WAS SHE SCREAMING, TOO?",no,yes,yes
48217,"AND AT THE TIME OF THE PRELIMINARY HEARING, WERE YOU AWARE OR DID YOU KNOW THAT THE GLOCK AND THE LORCIN HAD BEEN STOLEN?",no,no,yes
84756,"NOW, YOU MENTIONED THE WINDOW WAS BROKEN OUT WHO DID THAT?",no,no,no
93177,YOU DON'T RECALL THAT AT ALL?,no,no,yes
34924,RIGHT HERE?,yes,no,yes
81833,"IN THE PHOTOGRAPH, DO YOU SEE ANYTHING ON HIS FACE?",yes,no,yes
51456,AND YOU MENTIONED THAT YOUR LIGHTS WERE ON?,yes,no,yes
37593,DID YOU MEET WITH THIS PERSON?,yes,yes,yes
105696,HOW MUCH -- HAVE YOU GOTTEN ANYTHING YET?,no,no,no
60561,MRS. GULLY?,no,no,no
99649,WHAT IS THIS?,no,no,no
125707,"IT HAS BEEN THREE, OVER THREE YEARS SINCE HE HAS DIED?",yes,no,yes
36312,CARLOS ADKINS?,yes,no,yes
127286,HE HAD BEEN ACCEPTED BY THE COMPTON POLICE DEPARTMENT?,no,no,yes
95327,"BECAUSE WE'RE 33 DAYS DOWN THE ROAD WHEN YOU TALK TO HIM AND YOU WANT TO CONFIRM WHETHER OR NOT THE STATEMENT ACTUALLY WAS MADE ON FEBRUARY 23RD OR FEBRUARY 24TH RATHER THAN CALVIN COOKSEY, IF YOU FORGIVE THE EXPRESSION, COOKING THIS UP; RIGHT?",no,no,yes
93391,AND YOUR CONCERN WAS TO GET YOUR CHILD BACK?,yes,no,yes
98742,IT'S AN ENLARGED VERSION OF THE POLAROID?,yes,no,yes
70890,IS THAT WHAT SHE TOLD YOU?,no,no,yes
129278,"AND AT THE END OF 1991, DID THAT RELATIONSHIP END?",yes,yes,yes
57388,IS THERE A LONG DRIVEWAY THERE?,no,yes,yes
94437,WOULD IT REFRESH YOUR RECOLLECTION TO LOOK AT THAT REPORT?,yes,no,yes
130882,HOW OFTEN WOULD YOU SPEAK WITH HIM BEFORE HE WAS TAKEN INTO CUSTODY ON APRIL THE 6TH OF 1993?,no,no,no
71883,"NOW, BASED ON WHAT YOU HAVE SAID SO FAR THEN 14 NEITHER OFFICER WOULD APPROACH THE VEHICLE ON FOOT OR 15 APPROACH THE DRIVER OR THE OTHER  THESE OCCUPANTS IN THE 16 SUSPECT VEHICLE; IS THAT CORRECT?",no,no,yes
43579,BUT THE PROJECTILE COMES OUT OF THE SHELL CASING AND THE SHELL CASING THEN IS PROJECTED OUT OF THE GUN; RIGHT?,yes,no,yes
57651,"DID -- OF THE SIX MEN ON THE STAGE, DID ANY OF THEM LOOK MORE LIKE THE SUSPECT THAN OTHER ONES?",yes,no,yes
55952,AND WHO WAS SITTING NEXT TO YOUR MOTHER IN THE FRONT SEAT?,no,no,no
79990,HOW WAS HE DRESSED?,no,no,no
128449,WAS REGGIE IN JAIL WHEN THEY WERE BORN?,yes,yes,yes
33671,AND HOW LONG HAD YOU KNOWN BERTRAND OR LUCKY?,no,no,no
57056,"NOW, WHAT HAPPENED RIGHT AFTER -- AFTER THE LAST SHOT WAS FIRED, OR THE LAST SHOT THAT YOU HEARD BEING FIRED, WHAT DID YOUR MOM DO?",no,no,no
35300,COULD YOU APPROXIMATE?,no,no,no
47274,"MR. GOODMAN, WHAT DO YOU DO FOR A LIVING?",no,no,no
131547,DO YOU HAVE A BEST FRIEND IN THE WORLD?,no,yes,yes
75484,BY MR. ARNOLD: DID YOU SAY ANYTHING TO THE DETECTIVES ABOUT VALENTINE'S DAY?,no,yes,yes
48517,HOW MANY TIMES HAVE YOU SPOKEN WITH HIM WOULD YOU SAY?,no,no,no
131273,"WHILE YOU WERE LIVING ON 96TH STREET AND YOU HAD A HOME, THINGS APPEARED TO BE PRETTY GOOD; RIGHT?",yes,no,yes
62841,"JUST GOING DOWN, JUST STRAIGHT DOWN?",yes,no,yes
47053,BY MR. JAFFE: DID HE KEEP HIS APPOINTMENTS?,yes,yes,yes
108395,DO YOU RECOGNIZE THAT AS BEING A BOOKING PHOTOGRAPH OF MR. THOMAS?,yes,yes,yes
52561,DID YOU TELL THE POLICE THAT YOU HAD SLOWED DOWN TO MAKE YOUR OBSERVATION?,no,yes,yes
97160,IT WAS WHOSE UNCLE'S GUN?,no,no,no
50403,"NOW, WHEN YOU SAW THIS AS YOU'RE DRIVING DOWN THE STREET, THROUGH WHICH WINDOW OF YOUR CAR ARE YOU LOOKING?",no,no,no
38166,DID THE DEFENDANT DISCUSS WITH YOU OR DID HE STATE TO YOU ANYTHING ABOUT THE INCIDENT ON THE NIGHT THAT CARLOS ADKINS WAS KILLED?,no,no,no
132279,"BUT AS FAR AS YOU KNOW, HE IGNORED WHAT YOU SAID AND DID NOT RETURN TO SCHOOL?",no,yes,yes
54986,AND DO YOU REMEMBER GIVING A VEHICLE DESCRIPTION TO THE DETECTIVES AT THAT TIME?,yes,no,yes
89680,"ALL RIGHT. YOU DON'T CALL HIM DOG, DO YOU?",yes,no,yes
34882,HOW CLOSE TO THE TOP LANDING WERE YOU BEFORE YOU HEARD SHOTS?,no,no,no
96521,WHAT COLOR WAS IT?,no,no,no
38806,ABOUT A MONTH?,no,no,yes
75663,HAD HE EVER GIVEN YOU A GUN BEFORE?,yes,no,yes
50481,WHAT WAS HE DOING?,no,no,no
57585,AND DO YOU REMEMBER BEING ASKED TO IDENTIFY SOMEONE IF YOU SAW THE PERSON?,yes,no,yes
58367,DID YOU HAVE AN OPPORTUNITY TO CONFER WITH  16  THE DISTRICT ATTORNEY BY ANY CHANCE? I MEAN TALK TO HIM  17 JUST A LITTLE BIT?,yes,yes,yes
102826,WHAT DISTANCES DID YOU FIRE THE SIGSAUER FROM THE WHITE PAPER?,no,no,no
99948,IS WEGNER W-E-G-N-E -R?,yes,yes,yes
39238,SO THIS BLACK OTTOMAN WHICH IS SHOWN ON THE LEFT-HAND SIDE OF THE PHOTOGRAPH WAS PUSHED TO THE CENTER OF THE ROOM; IS THAT RIGHT?,no,yes,yes
37273,"NOW, WHAT IS A G?",no,no,no
81599,BUT YOU'RE NOT SURE?,yes,no,yes
75122,DID HE ASK YOU FOR YOUR PHONE NUMBER?,no,yes,yes
106121,AT THE SAME TIME?,no,no,yes
67019,"-- BEFORE YOU GOT TO THE POLICE OFFICERS' CAR, YOU SAW THE TWO POLICE OFFICERS; RIGHT? OR DID YOU?",no,no,yes
66674,AND HOW FAR AWAY WERE YOU WHEN YOU SAW THE PROFILE OF THE PERSON SHOOTING THE POLICE OFFICER?,no,no,no
129118,BY MR. ARNOLD: YOU MENTIONED THAT THE DEFENDANT DISCIPLINES YOUR CHILDREN OVER THE PHONE?,yes,no,yes
90122,WHAT'S THAT? DO YOU KNOW WHAT THAT IS?,no,no,no
106008,"BY MR. JAFFE: AT THE WILLOWBROOK LOCATION, DO YOU REMEMBER WHETHER OR NOT YOU SAW OFFICER BURRELL AND OFFICER MACDONALD?",no,yes,yes
94695,DID COOKSEY RELATE ANY DETAILS TO YOU AS TO HOW HE GOT THE GUN?,no,yes,yes
128976,"BY MR. ARNOLD: NOW, MRS. THOMAS, YOU MENTIONED THAT WHEN QUESTIONED BY MR. JAFFE THAT THE DEFENDANT HAS BEEN A GOOD HUSBAND TO YOU?",yes,no,yes
126648,WHAT DID YOU DO WITH THEM?,no,no,no
54700,"NOW, YOU DON'T KNOW WHEN THAT PHOTOGRAPH WAS TAKEN OF THE PERSON IN PHOTO NUMBER 2, DO YOU?",yes,yes,yes
126996,WHAT DO YOU TALK ABOUT?,no,no,no
43635,DID HE ALSO TELL YOU THAT INFORMATION BACK ON FEBRUARY THE 1ST?,yes,yes,yes
100041,IS THAT ALL RIGHT?,yes,yes,yes
131067,".PHOENIX, ARIZONA?",yes,no,yes
52401,.  SO THE KIDS WERE ALL READY TO GO WHEN YOU GOT THE CALL?,no,no,yes
58983,WHAT IS THAT?,no,no,no
68704,YOU WERE LIVING AT THE RAMADA AT THAT TIME?,yes,no,yes
75667,WHAT IS THE FIRST THING THAT HAPPENED?,no,no,no
